15;34;16;800;47.319065;5.06832;
15;34;16;900;47.319065;5.06832;
15;34;17;0;47.319065;5.06832;
15;34;17;100;47.319065;5.06832;
15;34;17;200;47.319065;5.06832;
15;34;17;300;47.319061;5.06832;
15;34;17;400;47.319061;5.06832;
15;34;17;500;47.319061;5.06832;
15;34;17;600;47.319061;5.06832;
15;34;17;700;47.319057;5.06832;
15;34;17;800;47.319057;5.06832;
15;34;17;900;47.319057;5.06832;
15;34;18;0;47.319057;5.06832;
15;34;18;100;47.319054;5.06832;
15;34;18;200;47.319054;5.06832;
15;34;18;300;47.319054;5.06832;
15;34;18;400;47.319054;5.06832;
15;34;18;500;47.31905;5.06832;
15;34;18;600;47.31905;5.06831;
15;34;18;700;47.31905;5.06831;
15;34;18;800;47.31905;5.06831;
15;34;18;900;47.31905;5.06831;
15;34;19;0;47.31905;5.06831;
15;34;19;100;47.319046;5.06831;
15;34;19;200;47.319046;5.06831;
15;34;19;300;47.319046;5.06831;
15;34;19;400;47.319046;5.06831;
15;34;19;500;47.319042;5.06831;
15;34;19;600;47.319042;5.06831;
15;34;19;700;47.319042;5.06831;
15;34;19;800;47.319038;5.0683;
15;34;19;900;47.319038;5.0683;
15;34;20;0;47.319038;5.0683;
15;34;20;100;47.319038;5.0683;
15;34;20;200;47.319038;5.0683;
15;34;20;300;47.319035;5.0683;
15;34;20;400;47.319035;5.0683;
15;34;20;500;47.319035;5.0683;
15;34;20;600;47.319031;5.0683;
15;34;20;700;47.319031;5.0683;
15;34;20;800;47.319031;5.0683;
15;34;20;900;47.319031;5.0683;
15;34;21;0;47.319027;5.0683;
15;34;21;100;47.319027;5.0683;
15;34;21;200;47.319027;5.0683;
15;34;21;300;47.319027;5.0683;
15;34;21;400;47.319023;5.0683;
15;34;21;500;47.319023;5.0683;
15;34;21;600;47.319023;5.0683;
15;34;21;700;47.319023;5.0683;
15;34;21;800;47.319023;5.0683;
15;34;21;900;47.319019;5.0683;
15;34;22;0;47.319019;5.0683;
15;34;22;100;47.319019;5.06829;
15;34;22;200;47.319019;5.06829;
15;34;22;300;47.319019;5.06829;
15;34;22;400;47.319016;5.06829;
15;34;22;500;47.319016;5.06829;
15;34;22;600;47.319016;5.06829;
15;34;22;700;47.319016;5.06829;
15;34;22;800;47.319016;5.06829;
15;34;22;900;47.319012;5.06829;
15;34;23;0;47.319012;5.06829;
15;34;23;100;47.319012;5.06829;
15;34;23;200;47.319012;5.06829;
15;34;23;300;47.319012;5.06829;
15;34;23;400;47.319008;5.06829;
15;34;23;500;47.319008;5.06829;
15;34;23;600;47.319008;5.06829;
15;34;23;700;47.319004;5.06829;
15;34;23;800;47.319004;5.06829;
15;34;23;900;47.319004;5.06829;
15;34;24;0;47.319004;5.06829;
15;34;24;100;47.319;5.06828;
15;34;24;200;47.319;5.06828;
15;34;24;300;47.319;5.06828;
15;34;24;400;47.319;5.06828;
15;34;24;500;47.319;5.06828;
15;34;24;600;47.319;5.06828;
15;34;24;700;47.318996;5.06828;
15;34;24;800;47.318996;5.06828;
15;34;24;900;47.318996;5.06828;
15;34;25;0;47.318993;5.06828;
15;34;25;100;47.318993;5.06828;
15;34;25;200;47.318993;5.06828;
15;34;25;300;47.318993;5.06828;
15;34;25;400;47.318989;5.06828;
15;34;25;500;47.318989;5.06828;
15;34;25;600;47.318989;5.06828;
15;34;25;700;47.318989;5.06828;
15;34;25;800;47.318985;5.06828;
15;34;25;900;47.318985;5.06828;
15;34;26;0;47.318985;5.06828;
15;34;26;100;47.318985;5.06828;
15;34;26;200;47.318985;5.06828;
15;34;26;300;47.318981;5.06828;
15;34;26;400;47.318981;5.06828;
15;34;26;500;47.318981;5.06828;
15;34;26;600;47.318981;5.06828;
15;34;26;700;47.318977;5.06828;
15;34;26;800;47.318977;5.06828;
15;34;26;900;47.318977;5.06828;
15;34;27;0;47.318977;5.06828;
15;34;27;100;47.318974;5.06828;
15;34;27;200;47.318974;5.06828;
15;34;27;300;47.318974;5.06828;
15;34;27;400;47.318974;5.06828;
15;34;27;500;47.318974;5.06828;
15;34;27;600;47.31897;5.06828;
15;34;27;700;47.31897;5.06828;
