type,host_time,imu_time_us,x,y,z,i,j,k,real,accuracy
RV,1782148469.830663,9309382,,,,0.056946,0.133118,0.629028,0.763794,1.136475
LA,1782148469.836722,9309382,-0.125,0.246094,0.066406,,,,,
RV,1782148469.8513548,9314382,,,,0.057312,0.133423,0.629272,0.763489,1.136475
LA,1782148469.852379,9314382,-0.160156,0.160156,0.105469,,,,,
RV,1782148469.8525958,9318882,,,,0.057617,0.133606,0.629517,0.763245,1.136475
LA,1782148469.8554204,9318882,-0.125,0.144531,0.074219,,,,,
RV,1782148469.87275,9334282,,,,0.058899,0.134216,0.63031,0.76239,1.136475
LA,1782148469.8788497,9334282,-0.023438,0.113281,-0.03125,,,,,
RV,1782148469.882375,9339382,,,,0.059326,0.134399,0.630615,0.762085,1.136475
LA,1782148469.8883867,9339382,0.050781,0.113281,-0.070312,,,,,
LA,1782148469.888774,9344282,0.050781,0.023438,0.007812,,,,,
RV,1782148469.9798808,9510172,,,,0.067078,0.142883,0.641541,0.750671,1.136475
LA,1782148470.078279,9553789,0.144531,-0.152344,-0.082031,,,,,
RV,1782148470.0839748,9558689,,,,0.071106,0.150024,0.64624,0.744873,1.136719
LA,1782148470.0867367,9558689,0.222656,-0.09375,-0.191406,,,,,
RV,1782148470.092096,9564089,,,,0.071533,0.150391,0.646729,0.744324,1.136719
LA,1782148470.0947163,9564089,0.296875,-0.101562,-0.191406,,,,,
RV,1782148470.100762,9568989,,,,0.071899,0.150757,0.647095,0.743896,1.136719
LA,1782148470.1033115,9568989,0.335938,-0.15625,-0.257812,,,,,
RV,1782148470.1087885,9573689,,,,0.072205,0.151123,0.647461,0.743469,1.136719
LA,1782148470.1113858,9573689,0.414062,-0.199219,-0.296875,,,,,
RV,1782148470.120712,9578889,,,,0.07251,0.151428,0.647766,0.743103,1.136719
LA,1782148470.1235437,9578889,0.449219,-0.207031,-0.257812,,,,,
RV,1782148470.1297598,9584089,,,,0.072815,0.151794,0.648071,0.742737,1.136719
LA,1782148470.1328788,9584089,0.449219,-0.179688,-0.210938,,,,,
RV,1782148470.1338732,9589189,,,,0.072998,0.1521,0.648376,0.742432,1.136719
LA,1782148470.1360323,9589189,0.296875,-0.1875,-0.175781,,,,,
RV,1782148470.227816,9755333,,,,0.077271,0.157227,0.650269,0.739258,1.136963
RV,1782148470.3270664,9804293,,,,0.080322,0.163147,0.649475,0.738281,1.136963
LA,1782148470.3325694,9804293,0.160156,0.652344,-1.078125,,,,,
RV,1782148470.3355868,9809293,,,,0.080139,0.163208,0.649414,0.738342,1.136963
LA,1782148470.3430223,9809293,-1.210938,0.84375,-0.28125,,,,,
RV,1782148470.3448482,9813993,,,,0.079712,0.163147,0.649414,0.738464,1.136963
LA,1782148470.3507774,9813993,-0.558594,0.574219,0.027344,,,,,
RV,1782148470.352921,9819293,,,,0.079285,0.163086,0.649475,0.738464,1.136963
LA,1782148470.3580327,9819293,-0.128906,0.277344,-0.855469,,,,,
RV,1782148470.3602343,9824493,,,,0.079041,0.163025,0.649536,0.738403,1.136963
LA,1782148470.3668675,9824493,0.023438,0.207031,-0.664062,,,,,
RV,1782148470.3696334,9829393,,,,0.078918,0.163025,0.649597,0.738403,1.136963
LA,1782148470.3741443,9829393,-0.476562,0.171875,-0.394531,,,,,
RV,1782148470.380183,9834393,,,,0.078918,0.163147,0.649658,0.738281,1.136963
LA,1782148470.3842485,9834393,-0.582031,0.09375,-0.316406,,,,,
RV,1782148470.3864222,9839193,,,,0.078918,0.16333,0.64978,0.738159,1.136963
RV,1782148470.477975,10006842,,,,0.081055,0.16748,0.654846,0.732544,1.137207
LA,1782148470.578036,10049353,-0.433594,0.222656,0.066406,,,,,
RV,1782148470.5822,10054753,,,,0.074951,0.16803,0.659607,0.72876,1.137207
LA,1782148470.5859644,10054753,-0.503906,0.183594,0.140625,,,,,
RV,1782148470.5914717,10059253,,,,0.074646,0.168091,0.659851,0.728516,1.137207
LA,1782148470.5933988,10059253,-0.542969,0.183594,0.179688,,,,,
RV,1782148470.6009092,10064653,,,,0.074402,0.168152,0.660217,0.72821,1.137207
LA,1782148470.6027968,10064653,-0.582031,0.15625,0.21875,,,,,
RV,1782148470.608125,10069253,,,,0.074219,0.168213,0.660522,0.727966,1.137207
LA,1782148470.6101446,10069253,-0.496094,0.039062,0.21875,,,,,
RV,1782148470.6160917,10074753,,,,0.074097,0.168335,0.660828,0.727661,1.137207
LA,1782148470.6180863,10074753,-0.457031,0.039062,0.171875,,,,,
RV,1782148470.6259773,10079253,,,,0.074036,0.168396,0.661133,0.727356,1.137451
LA,1782148470.6263025,10079253,-0.34375,0.0,0.140625,,,,,
RV,1782148470.63231,10084653,,,,0.074036,0.168518,0.661499,0.727051,1.137451
LA,1782148470.6364417,10084653,-0.257812,0.03125,0.027344,,,,,
RV,1782148470.7284603,10256621,,,,0.074829,0.177185,0.668579,0.718384,1.137451
RV,1782148470.825259,10299016,,,,0.056824,0.180298,0.668518,0.719238,1.137695
LA,1782148470.8313572,10299016,-0.335938,-0.234375,0.128906,,,,,
RV,1782148470.8342812,10304416,,,,0.055176,0.180115,0.668335,0.719666,1.137695
LA,1782148470.8447227,10304416,-0.582031,-0.25,0.242188,,,,,
RV,1782148470.8803253,10329416,,,,0.047791,0.179016,0.667175,0.721497,1.137695
LA,1782148470.8826847,10329416,-0.992188,-0.394531,0.601562,,,,,
RV,1782148470.8873074,10334316,,,,0.046509,0.178772,0.667053,0.721741,1.137695
LA,1782148470.9775362,10503648,-0.253906,0.046875,0.769531,,,,,
RV,1782148471.0768387,10548778,,,,0.027771,0.179626,0.677979,0.71228,1.137939
LA,1782148471.0824409,10548778,-0.03125,-0.351562,0.289062,,,,,
RV,1782148471.0845807,10554078,,,,0.027771,0.17981,0.678284,0.711914,1.137939
LA,1782148471.090085,10554078,0.007812,-0.351562,0.25,,,,,
RV,1782148471.0954385,10558778,,,,0.027832,0.179932,0.678589,0.711609,1.137939
LA,1782148471.098531,10558778,0.046875,-0.351562,0.210938,,,,,
RV,1782148471.1045413,10563878,,,,0.027832,0.180176,0.678894,0.711243,1.137939
LA,1782148471.1079235,10563878,0.085938,-0.351562,0.25,,,,,
RV,1782148471.1128783,10569078,,,,0.027954,0.180359,0.679199,0.710938,1.137939
LA,1782148471.1169422,10569078,0.085938,-0.386719,0.171875,,,,,
RV,1782148471.1223428,10574178,,,,0.028015,0.180603,0.679443,0.710571,1.137939
LA,1782148471.1244621,10574178,0.09375,-0.394531,0.136719,,,,,
RV,1782148471.1286974,10578878,,,,0.028137,0.180847,0.679688,0.710266,1.137939
LA,1782148471.131349,10578878,0.054688,-0.367188,0.144531,,,,,
RV,1782148471.1358635,10583678,,,,0.02832,0.181152,0.679993,0.709961,1.137939
LA,1782148471.2261972,10752955,0.261719,-0.175781,0.074219,,,,,
RV,1782148471.3264284,10799246,,,,0.0271,0.19104,0.6875,0.700073,1.138184
LA,1782148471.3322558,10799246,0.195312,-0.125,0.097656,,,,,
RV,1782148471.3360095,10804246,,,,0.026978,0.191223,0.687622,0.699951,1.138184
LA,1782148471.3412962,10804246,0.203125,-0.160156,0.097656,,,,,
RV,1782148471.3441677,10809646,,,,0.026855,0.191345,0.687744,0.699768,1.138184
LA,1782148471.3495383,10809646,0.125,-0.125,0.058594,,,,,
RV,1782148471.3541813,10814646,,,,0.026794,0.191528,0.687866,0.699585,1.138184
LA,1782148471.3573613,10814646,0.09375,-0.085938,0.097656,,,,,
RV,1782148471.3642406,10819446,,,,0.026672,0.191711,0.687988,0.699463,1.138184
LA,1782148471.3663847,10819446,0.054688,-0.09375,0.058594,,,,,
RV,1782148471.3713357,10824946,,,,0.02655,0.191895,0.68811,0.69928,1.138184
LA,1782148471.3737986,10824946,0.054688,-0.054688,0.03125,,,,,
RV,1782148471.380275,10829646,,,,0.026489,0.192078,0.688232,0.699158,1.138184
LA,1782148471.3827507,10829646,-0.011719,0.023438,0.066406,,,,,
RV,1782148471.3865454,10834646,,,,0.026367,0.1922,0.688293,0.698975,1.138184
RV,1782148471.4784248,11008228,,,,0.02533,0.194397,0.69342,0.693298,1.138428
RV,1782148471.5775344,11049621,,,,0.026611,0.197571,0.700684,0.685059,1.138428
LA,1782148471.585362,11049621,0.261719,0.144531,-0.390625,,,,,
RV,1782148471.5864909,11055021,,,,0.02655,0.197754,0.701111,0.684631,1.138672
LA,1782148471.5908773,11055021,0.234375,0.066406,-0.351562,,,,,
RV,1782148471.5938673,11059621,,,,0.026428,0.197876,0.701416,0.684265,1.138672
LA,1782148471.599349,11059621,0.117188,-0.011719,-0.199219,,,,,
RV,1782148471.6048756,11064921,,,,0.026245,0.197998,0.701721,0.683838,1.138672
LA,1782148471.6079378,11064921,0.117188,-0.011719,-0.199219,,,,,
RV,1782148471.6132684,11069921,,,,0.026062,0.19812,0.702026,0.683533,1.138672
LA,1782148471.6161427,11069921,0.042969,-0.019531,-0.160156,,,,,
RV,1782148471.6218324,11075021,,,,0.025879,0.198242,0.702332,0.683228,1.138672
LA,1782148471.6246746,11075021,0.050781,-0.019531,-0.113281,,,,,
RV,1782148471.6299093,11079521,,,,0.025696,0.198364,0.702576,0.682922,1.138672
LA,1782148471.6329653,11079521,0.011719,0.019531,-0.121094,,,,,
RV,1782148471.6377282,11084921,,,,0.025513,0.198486,0.702881,0.682617,1.138672
LA,1782148471.7284405,11253528,0.121094,-0.15625,0.269531,,,,,
RV,1782148471.8283038,11299650,,,,0.023804,0.209351,0.713135,0.66864,1.138916
LA,1782148471.8335278,11299650,0.035156,-0.632812,0.269531,,,,,
RV,1782148471.8363967,11304950,,,,0.024048,0.209778,0.713196,0.668396,1.138916
LA,1782148471.8419776,11304950,-0.003906,-0.640625,0.238281,,,,,
RV,1782148471.847685,11310050,,,,0.024353,0.210266,0.713257,0.668152,1.138916
LA,1782148471.8500383,11310050,-0.003906,-0.613281,0.238281,,,,,
RV,1782148471.8557324,11315050,,,,0.024597,0.210693,0.713318,0.667969,1.138916
LA,1782148471.8584871,11315050,0.113281,-0.550781,0.246094,,,,,
RV,1782148471.86462,11319450,,,,0.024902,0.211121,0.713318,0.667847,1.138916
LA,1782148471.8675294,11319450,-0.070312,-0.636719,0.398438,,,,,
RV,1782148471.8725376,11324950,,,,0.025269,0.211548,0.713318,0.667664,1.138916
LA,1782148471.8752315,11324950,0.003906,-0.871094,0.207031,,,,,
RV,1782148471.880809,11329950,,,,0.025513,0.212036,0.713257,0.667542,1.138916
LA,1782148471.8833933,11329950,0.042969,-0.6875,0.253906,,,,,
RV,1782148471.8881624,11334650,,,,0.025757,0.212524,0.713196,0.66748,1.138916
RV,1782148471.98095,11508740,,,,0.030884,0.222717,0.707703,0.6698,1.13916
RV,1782148472.079891,11550039,,,,0.032227,0.227905,0.701721,0.674255,1.13916
LA,1782148472.0849168,11550039,-0.421875,0.363281,0.273438,,,,,
RV,1782148472.0876849,11555039,,,,0.032166,0.228027,0.701599,0.674377,1.13916
LA,1782148472.0937274,11555039,-0.375,0.324219,0.394531,,,,,
RV,1782148472.0966818,11559839,,,,0.032166,0.228149,0.701416,0.674438,1.13916
LA,1782148472.1047435,11559839,-0.488281,0.363281,0.433594,,,,,
RV,1782148472.1101828,11565239,,,,0.032227,0.228333,0.701294,0.6745,1.13916
LA,1782148472.1107037,11565239,-0.488281,0.402344,0.472656,,,,,
RV,1782148472.1216557,11570339,,,,0.032349,0.228577,0.701233,0.6745,1.13916
LA,1782148472.1229022,11570339,-0.527344,0.46875,0.394531,,,,,
RV,1782148472.123822,11574939,,,,0.032471,0.228821,0.701233,0.674438,1.13916
LA,1782148472.1278634,11574939,-0.527344,0.652344,0.363281,,,,,
RV,1782148472.1335158,11580139,,,,0.032715,0.229065,0.701294,0.674255,1.13916
LA,1782148472.1348429,11580139,-0.566406,0.683594,0.402344,,,,,
RV,1782148472.139096,11585439,,,,0.033081,0.229431,0.701416,0.674011,1.13916
RV,1782148472.231246,11758713,,,,0.04126,0.235413,0.704956,0.667786,1.139404
LA,1782148472.3291564,11799513,0.304688,0.5625,-0.367188,,,,,
RV,1782148472.3346515,11805013,,,,0.049744,0.237976,0.700073,0.671448,1.139404
LA,1782148472.338435,11805013,0.042969,0.425781,-0.183594,,,,,
RV,1782148472.3430443,11809913,,,,0.049438,0.237549,0.699585,0.672058,1.139404
LA,1782148472.3457644,11809913,-0.261719,0.089844,0.503906,,,,,
RV,1782148472.3512993,11815213,,,,0.049377,0.237305,0.699341,0.672485,1.139404
LA,1782148472.355309,11815213,-0.261719,-0.019531,0.648438,,,,,
RV,1782148472.3597984,11819813,,,,0.049377,0.237183,0.699219,0.672607,1.139404
LA,1782148472.36248,11819813,-0.183594,0.25,0.191406,,,,,
RV,1782148472.3680363,11824913,,,,0.049438,0.237183,0.699219,0.672546,1.139404
LA,1782148472.3717628,11824913,-0.339844,0.402344,0.066406,,,,,
RV,1782148472.3764315,11829713,,,,0.049438,0.237183,0.699341,0.672485,1.139404
LA,1782148472.3793073,11829713,-0.953125,0.9375,0.183594,,,,,
RV,1782148472.3846953,11834813,,,,0.049438,0.237183,0.699524,0.672241,1.139648
LA,1782148472.388635,11834813,-0.914062,1.09375,0.066406,,,,,
RV,1782148472.4796057,12007252,,,,0.048706,0.217224,0.701782,0.676758,1.139648
RV,1782148472.5785081,12055259,,,,0.063477,0.198303,0.705627,0.677307,1.139893
LA,1782148472.5839267,12055259,-1.355469,0.238281,0.757812,,,,,
RV,1782148472.5867682,12059959,,,,0.06488,0.197632,0.706055,0.676941,1.139893
LA,1782148472.5924351,12059959,-1.417969,0.269531,0.644531,,,,,
RV,1782148472.5952249,12064959,,,,0.066284,0.196899,0.706543,0.676453,1.139893
LA,1782148472.6031911,12064959,-1.378906,0.371094,0.605469,,,,,
RV,1782148472.6116076,12069859,,,,0.067627,0.196167,0.707092,0.676025,1.139893
LA,1782148472.6117978,12069859,-1.210938,0.363281,0.398438,,,,,
RV,1782148472.617998,12075359,,,,0.069092,0.195251,0.707642,0.675537,1.139893
LA,1782148472.6183739,12075359,-1.203125,0.390625,0.398438,,,,,
RV,1782148472.6245418,12079959,,,,0.070374,0.194458,0.708069,0.675171,1.139893
LA,1782148472.6284297,12079959,-1.199219,0.269531,0.359375,,,,,
RV,1782148472.63128,12085259,,,,0.071899,0.193481,0.708496,0.674805,1.139893
LA,1782148472.6340039,12085259,-1.113281,0.070312,0.476562,,,,,
RV,1782148472.6384187,12090559,,,,0.073486,0.192566,0.708984,0.674438,1.139893
RV,1782148472.7302473,12258463,,,,0.117737,0.17218,0.72113,0.660706,1.140137
RV,1782148472.8298445,12299980,,,,0.152039,0.146118,0.728821,0.651367,1.140137
LA,1782148472.834441,12299980,-0.664062,-0.265625,-0.519531,,,,,
RV,1782148472.8372333,12305380,,,,0.153748,0.14447,0.729126,0.651062,1.140137
LA,1782148472.8428206,12305380,-0.675781,-0.183594,-0.519531,,,,,
RV,1782148472.8482795,12310680,,,,0.155396,0.142883,0.72937,0.650757,1.140137
LA,1782148472.8510802,12310680,-0.730469,-0.222656,-0.484375,,,,,
RV,1782148472.856661,12315380,,,,0.156799,0.141479,0.729614,0.650452,1.140137
LA,1782148472.8594599,12315380,-0.804688,-0.257812,-0.445312,,,,,
RV,1782148472.8649755,12320280,,,,0.158264,0.140015,0.729919,0.650085,1.140137
LA,1782148472.867786,12320280,-0.84375,-0.257812,-0.398438,,,,,
RV,1782148472.8738678,12325180,,,,0.15979,0.138489,0.730225,0.649658,1.140137
LA,1782148472.876368,12325180,-0.808594,-0.328125,-0.207031,,,,,
RV,1782148472.8817406,12330280,,,,0.161316,0.136963,0.73053,0.649231,1.140137
LA,1782148472.8871956,12330280,-0.96875,-0.441406,-0.089844,,,,,
RV,1782148472.8901768,12335280,,,,0.162781,0.135437,0.730835,0.648865,1.140381
RV,1782148472.981965,12509872,,,,0.20166,0.103333,0.734009,0.640198,1.140381
LA,1782148473.0802963,12549799,0.253906,-0.464844,-1.164062,,,,,
RV,1782148473.0856986,12555199,,,,0.226501,0.111633,0.732727,0.631897,1.140625
LA,1782148473.0891144,12555199,0.324219,-0.441406,-1.113281,,,,,
RV,1782148473.0942042,12559599,,,,0.227173,0.112427,0.73291,0.631409,1.140625
LA,1782148473.0970619,12559599,0.363281,-0.429688,-1.066406,,,,,
RV,1782148473.1024137,12564799,,,,0.227783,0.113281,0.733032,0.630798,1.140625
LA,1782148473.105929,12564799,0.363281,-0.480469,-0.980469,,,,,
RV,1782148473.1108193,12570199,,,,0.228271,0.114197,0.733276,0.630249,1.140625
LA,1782148473.1137438,12570199,0.398438,-0.460938,-1.011719,,,,,
RV,1782148473.1191227,12574999,,,,0.228516,0.11499,0.733459,0.629761,1.140625
LA,1782148473.1228518,12574999,0.484375,-0.4375,-1.003906,,,,,
RV,1782148473.1275506,12579899,,,,0.228638,0.115845,0.733643,0.629333,1.140625
LA,1782148473.1329951,12579899,0.484375,-0.40625,-0.996094,,,,,
RV,1782148473.1358144,12584699,,,,0.228577,0.116638,0.733826,0.628967,1.140625
LA,1782148473.1395361,12584699,0.570312,-0.335938,-1.140625,,,,,
RV,1782148473.232265,12758184,,,,0.176636,0.140503,0.738525,0.635315,1.140869
RV,1782148473.3299217,12804980,,,,0.129517,0.163696,0.735901,0.644104,1.140869
LA,1782148473.3353403,12804980,-1.851562,0.339844,0.542969,,,,,
RV,1782148473.3391502,12810380,,,,0.128967,0.16394,0.735596,0.644531,1.141113
LA,1782148473.3437562,12810380,-1.730469,0.425781,0.46875,,,,,
RV,1782148473.3465729,12815480,,,,0.128601,0.164185,0.735352,0.644775,1.141113
LA,1782148473.3520443,12815480,-1.605469,0.5,0.351562,,,,,
RV,1782148473.3576748,12820280,,,,0.128418,0.164429,0.735229,0.644958,1.141113
LA,1782148473.3604798,12820280,-1.332031,0.539062,0.238281,,,,,
RV,1782148473.365938,12825580,,,,0.128357,0.164673,0.735046,0.64502,1.141113
LA,1782148473.3687668,12825580,-1.253906,0.53125,0.199219,,,,,
RV,1782148473.3765893,12830480,,,,0.128357,0.164978,0.734985,0.645081,1.141113
LA,1782148473.3771222,12830480,-1.207031,0.378906,0.507812,,,,,
RV,1782148473.382669,12835380,,,,0.12854,0.165283,0.734802,0.645142,1.141113
LA,1782148473.3854384,12835380,-1.285156,0.332031,0.238281,,,,,
RV,1782148473.390369,12839980,,,,0.128906,0.165588,0.73468,0.645203,1.141113
RV,1782148473.481646,13008558,,,,0.156921,0.170227,0.730164,0.642883,1.141113
LA,1782148473.5800962,13049861,-0.25,0.359375,-0.402344,,,,,
RV,1782148473.585513,13055361,,,,0.17627,0.191223,0.729919,0.632141,1.141357
LA,1782148473.5891368,13055361,-0.480469,0.292969,-0.34375,,,,,
RV,1782148473.5984957,13059961,,,,0.177002,0.192444,0.730103,0.631287,1.141357
LA,1782148473.5986965,13059961,-0.25,0.304688,-0.289062,,,,,
RV,1782148473.6025062,13065361,,,,0.177979,0.193848,0.730469,0.630188,1.141357
LA,1782148473.6059864,13065361,-0.25,0.351562,-0.15625,,,,,
RV,1782148473.6106296,13070261,,,,0.178772,0.195129,0.730896,0.629089,1.141357
LA,1782148473.6134543,13070261,-0.296875,0.328125,-0.140625,,,,,
RV,1782148473.6189299,13075261,,,,0.179626,0.196411,0.731384,0.627869,1.141357
LA,1782148473.6224792,13075261,-0.140625,0.113281,-0.089844,,,,,
RV,1782148473.6273627,13079861,,,,0.18042,0.197632,0.731934,0.626587,1.141357
LA,1782148473.6328864,13079861,-0.105469,0.082031,-0.082031,,,,,
RV,1782148473.6357014,13085361,,,,0.181274,0.199036,0.732727,0.625061,1.141357
LA,1782148473.6406102,13085361,-0.140625,0.066406,-0.058594,,,,,
RV,1782148473.731068,13257745,,,,0.196899,0.22168,0.756165,0.583374,1.141602
RV,1782148473.8296185,13300059,,,,0.196167,0.232361,0.779724,0.547302,1.141602
LA,1782148473.8352313,13300059,0.578125,0.699219,-0.53125,,,,,
RV,1782148473.83829,13305459,,,,0.195496,0.233337,0.782715,0.542847,1.141602
LA,1782148473.8435128,13305459,0.410156,0.960938,-0.5625,,,,,
RV,1782148473.8465142,13310459,,,,0.194763,0.234192,0.785583,0.538574,1.141602
LA,1782148473.8520224,13310459,0.25,1.0,-0.5625,,,,,
RV,1782148473.8578205,13315359,,,,0.194153,0.234924,0.788269,0.534546,1.141846
LA,1782148473.8606312,13315359,-0.066406,0.613281,-0.21875,,,,,
RV,1782148473.8658473,13320459,,,,0.193604,0.235596,0.791077,0.530212,1.141846
LA,1782148473.8687077,13320459,-0.089844,0.46875,-0.019531,,,,,
RV,1782148473.8743079,13325459,,,,0.193359,0.236267,0.793762,0.526001,1.141846
LA,1782148473.8772237,13325459,-0.027344,0.269531,0.066406,,,,,
RV,1782148473.8826501,13330359,,,,0.193359,0.236877,0.796326,0.521912,1.141846
LA,1782148473.8853679,13330359,0.101562,0.039062,0.113281,,,,,
RV,1782148473.890164,13334959,,,,0.19342,0.237366,0.798645,0.518066,1.141846
RV,1782148473.9829898,13509044,,,,0.187805,0.232727,0.861023,0.411316,1.14209
RV,1782148474.0815237,13550163,,,,0.174438,0.223633,0.884033,0.371521,1.142334
LA,1782148474.0863593,13550163,-0.089844,-0.539062,0.933594,,,,,
RV,1782148474.0902796,13555263,,,,0.174194,0.223938,0.884644,0.370056,1.142334
LA,1782148474.0943413,13555263,-0.394531,-0.195312,0.820312,,,,,
RV,1782148474.1002402,13560363,,,,0.174133,0.224243,0.885193,0.36853,1.142334
LA,1782148474.1028316,13560363,-0.367188,-0.078125,0.605469,,,,,
RV,1782148474.108268,13565563,,,,0.174133,0.224609,0.885742,0.366943,1.142334
LA,1782148474.1107676,13565563,-0.289062,0.066406,0.414062,,,,,
RV,1782148474.1166253,13570663,,,,0.174255,0.224976,0.886292,0.365417,1.142334
LA,1782148474.1194532,13570663,-0.226562,0.257812,0.230469,,,,,
RV,1782148474.1250544,13575163,,,,0.174438,0.22522,0.886719,0.364136,1.142334
LA,1782148474.1278348,13575163,-0.160156,0.371094,0.109375,,,,,
RV,1782148474.1332867,13580563,,,,0.174622,0.225403,0.887268,0.36261,1.142334
LA,1782148474.136499,13580563,-0.050781,0.488281,-0.113281,,,,,
RV,1782148474.140593,13585663,,,,0.174744,0.225525,0.887756,0.361206,1.142334
RV,1782148474.2333913,13759418,,,,0.168457,0.217041,0.906677,0.320068,1.142578
RV,1782148474.332098,13800123,,,,0.168579,0.212036,0.917175,0.292236,1.142578
LA,1782148474.337458,13800123,0.253906,-1.457031,0.1875,,,,,
RV,1782148474.340224,13805523,,,,0.16803,0.211487,0.91748,0.292053,1.142578
LA,1782148474.34539,13805523,0.292969,-1.144531,0.257812,,,,,
RV,1782148474.3482077,13810423,,,,0.167603,0.21106,0.917725,0.29187,1.142578
LA,1782148474.3538516,13810423,0.148438,-0.984375,0.058594,,,,,
RV,1782148474.3600848,13815623,,,,0.167236,0.210693,0.917908,0.291687,1.142578
LA,1782148474.3619406,13815623,0.039062,-0.824219,0.210938,,,,,
RV,1782148474.367343,13820323,,,,0.16687,0.210388,0.918091,0.291504,1.142578
LA,1782148474.370479,13820323,0.109375,-0.777344,0.472656,,,,,
RV,1782148474.3756804,13825623,,,,0.166565,0.210144,0.918335,0.291199,1.142578
LA,1782148474.3786583,13825623,0.222656,-0.777344,0.164062,,,,,
RV,1782148474.3839335,13830223,,,,0.166321,0.2099,0.918518,0.290955,1.142578
LA,1782148474.3868637,13830223,0.148438,-0.652344,0.082031,,,,,
